srp,orgaoEntidade,anoCompra,sequencialCompra,dataInclusao,dataPublicacaoPncp,dataAtualizacao,numeroCompra,unidadeOrgao,amparoLegal,dataAberturaProposta,dataEncerramentoProposta,informacaoComplementar,processo,objetoCompra,linkSistemaOrigem,justificativaPresencial,unidadeSubRogada,orgaoSubRogado,valorTotalHomologado,numeroControlePNCP,modalidadeId,modoDisputaId,modoDisputaNome,usuarioNome,valorTotalEstimado,modalidadeNome,situacaoCompraId,situacaoCompraNome,tipoInstrumentoConvocatorioCodigo,tipoInstrumentoConvocatorioNome
False,"{'cnpj': '95591764000105', 'razaoSocial': 'UNIVERSIDADE FEDERAL DE SANTA MARIA', 'poderId': 'E', 'esferaId': 'F'}",2023,15,2023-04-03T11:49:22,2023-04-03T11:49:22,2023-04-03T11:49:22,00052,"{'ufNome': 'Rio Grande do Sul', 'codigoUnidade': '153164', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DE STA.MARIA/RS', 'ufSigla': 'RS', 'municipioNome': 'Santa Maria', 'codigoIbge': '4316907'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Material utilizado em projeto em desenvolvimento.,23081032148202351,"Importação direta de uma Bomba calorimétrica (calorímetro), junto ao exportador FUTUREX, INC, para atender o Projeto de Pesquisa Estudo da qualidade do etanol do milho e melhoria no sistema de injeção de combustível visando aumento de desempenho em motores ciclo otto.",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15316406000522023,,,,120960.0,95591764000105-1-000015/2023,8,5,Não se aplica,Compras.gov.br,120960.0,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '01263896000164', 'razaoSocial': 'MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACOES', 'poderId': 'E', 'esferaId': 'F'}",2023,126,2023-04-18T15:50:18,2023-04-18T15:50:18,2023-04-18T15:50:18,00078,"{'ufNome': 'Rio de Janeiro', 'codigoUnidade': '240126', 'nomeUnidade': 'OBSERVATORIO NACIONAL - RJ', 'ufSigla': 'RJ', 'municipioNome': 'Rio de Janeiro', 'codigoIbge': '3304557'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Esse telescópio é único no mundo em sua classe e não existem outros telescópios que permitam realizar as atividades.,01210000078202316,Aluguel tempo de Telescópio correspondente a 5% do tempo operacional do tempo operacional do telescópio por um período de 2 anos - 3.ª parcela,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=24012606000782023,,,,121905.0,01263896000164-1-000126/2023,8,5,Não se aplica,Compras.gov.br,121905.0,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '01367770000130', 'razaoSocial': 'FUNDACAO UNIVERSIDADE DO ESTADO DE MATO GROSSO', 'poderId': 'E', 'esferaId': 'E'}",2023,68,2023-04-18T18:21:36,2023-04-18T18:21:36,2023-04-18T18:21:36,0017810/2022,"{'ufNome': 'Mato Grosso', 'codigoUnidade': '36', 'nomeUnidade': 'FUNDAÇÃO UNIVERSIDADE DO ESTADO DE MATO GROSSO  ', 'ufSigla': 'MT', 'municipioNome': 'Cáceres', 'codigoIbge': '5102504'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,,0017810/2022,"Contratação de empresa para realização de serviços de Captação e Edição de vídeos de divulgação científica para Apoio ao projeto PELD Pantanal Dinâmicas do pulso de inundação no sistema ecológico sócio-cultural do Rio Paraguai - Pantanal, no contexto da Reserva da biosfera do Pantanal, Mato Grosso, Brasil, em atendimento a demanda do Convênio 924992/2021, executado pela Universidade do Estado de Mato Grosso",,,,,30000.0,01367770000130-1-000068/2023,8,5,Não se aplica,AZ INFORMATICA LTDA,30000.0,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '00348003000110', 'razaoSocial': 'EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA', 'poderId': 'E', 'esferaId': 'F'}",2023,87,2023-04-20T11:37:05,2023-04-20T11:37:05,2023-04-20T11:37:05,00012,"{'ufNome': 'Amazonas', 'codigoUnidade': '135049', 'nomeUnidade': 'EMBRAPA AMAZONIA OCIDENTAL/MANAUS/AM', 'ufSigla': 'AM', 'municipioNome': 'Manaus', 'codigoIbge': '1302603'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",2023-04-20T11:37:02,2023-04-27T10:59:59,Compra de pequeno valor.,21158.000799/2023,Aquisição de trados holandês e caneco.,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=13504906000122023,,,,,00348003000110-1-000087/2023,8,4,Dispensa Com Disputa,Compras.gov.br,4300.0,Dispensa,1,Divulgada no PNCP,2,Aviso de Contratação Direta
False,"{'cnpj': '95591764000105', 'razaoSocial': 'UNIVERSIDADE FEDERAL DE SANTA MARIA', 'poderId': 'E', 'esferaId': 'F'}",2023,18,2023-04-27T10:48:22,2023-04-27T10:48:22,2023-04-27T10:48:22,00060,"{'ufNome': 'Rio Grande do Sul', 'codigoUnidade': '153164', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DE STA.MARIA/RS', 'ufSigla': 'RS', 'municipioNome': 'Santa Maria', 'codigoIbge': '4316907'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Material utilizado em projeto em desenvolvimento.,23081056926202305,"Importação direta de um Medidor de vazão Coriolis de fluidos, junto ao exportador ENDRESS+HAUSER INTERNATIONAL, para atender o Projeto de Pesquisa Desenvolvimento de motor automotivo movido a biohidrogênio para o mercado brasileiro.",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15316406000602023,,,,4188.53,95591764000105-1-000018/2023,8,5,Não se aplica,Compras.gov.br,4188.53,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '95591764000105', 'razaoSocial': 'UNIVERSIDADE FEDERAL DE SANTA MARIA', 'poderId': 'E', 'esferaId': 'F'}",2023,19,2023-04-28T14:13:17,2023-04-28T14:13:17,2023-04-28T14:13:17,00062,"{'ufNome': 'Rio Grande do Sul', 'codigoUnidade': '153164', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DE STA.MARIA/RS', 'ufSigla': 'RS', 'municipioNome': 'Santa Maria', 'codigoIbge': '4316907'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Material utilizado em projeto em desenvolvimento.,23081058982202376,"Importação direta de um Compactador Giratório, junto ao exportador INFRATEST PRUFTECHNIK GMBH, para atender o Projeto de Pesquisa Desenvolvimento de estudos técnicos especializados na área de dimensionamento de pavimentos asfálticos, implantação de trechos experimentais, previsão da irregularidade longitudinal e avaliação de misturas asfálticas, com o intuito contribuir com a Coordenação-Geral do Instituto de Pesquisa em Transportes (CGIPT-IPR) e a Diretoria de Planejamento (...)",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15316406000622023,,,,268211.6,95591764000105-1-000019/2023,8,5,Não se aplica,Compras.gov.br,268211.6,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '95591764000105', 'razaoSocial': 'UNIVERSIDADE FEDERAL DE SANTA MARIA', 'poderId': 'E', 'esferaId': 'F'}",2023,20,2023-04-28T14:21:42,2023-04-28T14:21:42,2023-04-28T14:21:42,00063,"{'ufNome': 'Rio Grande do Sul', 'codigoUnidade': '153164', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DE STA.MARIA/RS', 'ufSigla': 'RS', 'municipioNome': 'Santa Maria', 'codigoIbge': '4316907'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Material utilizado em projeto em desenvolvimento.,23081058905202316,"Importação direta de um Misturador Planetário e seus acessórios, junto ao exportador INFRATEST PRUFTECHNIK GMBH, para atender o Projeto de Pesquisa Desenvolvimento de estudos técnicos especializados na área de dimensionamento de pavimentos asfálticos, implantação de trechos experimentais, previsão da irregularidade longitudinal e avaliação de misturas asfálticas, com o intuito contribuir com a Coordenação-Geral do Instituto de Pesquisa em Transportes (CGIPT-IPR)(...)",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15316406000632023,,,,186145.27,95591764000105-1-000020/2023,8,5,Não se aplica,Compras.gov.br,186145.27,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '95591764000105', 'razaoSocial': 'UNIVERSIDADE FEDERAL DE SANTA MARIA', 'poderId': 'E', 'esferaId': 'F'}",2023,21,2023-04-28T14:26:40,2023-04-28T14:26:40,2023-04-28T14:26:40,00064,"{'ufNome': 'Rio Grande do Sul', 'codigoUnidade': '153164', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DE STA.MARIA/RS', 'ufSigla': 'RS', 'municipioNome': 'Santa Maria', 'codigoIbge': '4316907'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Material utilizado em projeto em desenvolvimento.,23081058777202319,"Importação direta de um Hamburgo (Wheel Tracking Test) e seus acessórios, junto ao exportador INFRATEST PRUFTECHNIK GMBH, para atender o Projeto de Pesquisa Desenvolvimento de estudos técnicos especializados na área de dimensionamento de pavimentos asfálticos, implantação de trechos experimentais, previsão da irregularidade longitudinal e avaliação de misturas asfálticas, com o intuito contribuir com a Coordenação-Geral do Instituto de Pesquisa em Transportes (CGIPT-IPR) (...)",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15316406000642023,,,,220426.68,95591764000105-1-000021/2023,8,5,Não se aplica,Compras.gov.br,220426.68,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '00394452000103', 'razaoSocial': 'COMANDO DO EXERCITO', 'poderId': 'E', 'esferaId': 'F'}",2023,2454,2023-05-02T13:31:20,2023-05-02T13:31:20,2023-05-02T13:31:20,00019,"{'ufNome': 'Rio de Janeiro', 'codigoUnidade': '160315', 'nomeUnidade': 'DIRETORIA DE PESQUISA E ESTUDOS DE PESSOAL', 'ufSigla': 'RJ', 'municipioNome': 'Rio de Janeiro', 'codigoIbge': '3304557'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",2023-05-02T13:31:17,2023-06-01T07:59:59,"Atualização e modernização do Setor de Fisioterapia para atender o corpo de permanente, alunos da ESEFEX e atletas da CDE.",65321002214202338,Aquisição de materiais de fisioterapia (Consumo e Permanente).,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=16031506000192023,,,,,00394452000103-1-002454/2023,8,4,Dispensa Com Disputa,Compras.gov.br,4299.93,Dispensa,1,Divulgada no PNCP,2,Aviso de Contratação Direta
False,"{'cnpj': '33654831000136', 'razaoSocial': 'CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO-CNPQ', 'poderId': 'E', 'esferaId': 'F'}",2023,64,2023-05-03T11:24:07,2023-05-03T11:24:07,2023-05-03T11:24:07,03249,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '364102', 'nomeUnidade': 'CNPQ - ADMINISTRACAO CENTRAL', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'codigoIbge': '5300108'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,A Campbell Scientific é referência mundial na produção de estações meteorológicas.,01300003249202350,Sistema de controle e armazenamento de dados.,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=36410206032492023,,,,46066.8,33654831000136-1-000064/2023,8,5,Não se aplica,Compras.gov.br,46066.8,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '33654831000136', 'razaoSocial': 'CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO-CNPQ', 'poderId': 'E', 'esferaId': 'F'}",2023,65,2023-05-03T11:28:45,2023-05-03T11:28:45,2023-05-03T11:28:45,03155,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '364102', 'nomeUnidade': 'CNPQ - ADMINISTRACAO CENTRAL', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'codigoIbge': '5300108'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Apresentou o melhor custo-beneficio para a aquisição do potenciostato completo,01300003155202381,Interface 1010T potenciostato.,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=36410206031552023,,,,39250.58,33654831000136-1-000065/2023,8,5,Não se aplica,Compras.gov.br,39250.58,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '33654831000136', 'razaoSocial': 'CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO-CNPQ', 'poderId': 'E', 'esferaId': 'F'}",2023,66,2023-05-03T11:35:21,2023-05-03T11:35:21,2023-05-03T11:35:21,01999,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '364102', 'nomeUnidade': 'CNPQ - ADMINISTRACAO CENTRAL', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'codigoIbge': '5300108'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Melhor custo beneficio.,01300001999202361,Microscópio ótico ,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=36410206019992023,,,,96486.39,33654831000136-1-000066/2023,8,5,Não se aplica,Compras.gov.br,96486.39,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '01263896000164', 'razaoSocial': 'MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACOES', 'poderId': 'E', 'esferaId': 'F'}",2023,152,2023-05-03T11:35:41,2023-05-03T11:35:41,2023-05-03T11:35:41,00077,"{'ufNome': 'Rio de Janeiro', 'codigoUnidade': '240126', 'nomeUnidade': 'OBSERVATORIO NACIONAL - RJ', 'ufSigla': 'RJ', 'municipioNome': 'Rio de Janeiro', 'codigoIbge': '3304557'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Os equipamentos não possuem similar nacional.,01210000077202371,"Importação de Contadores e Distribuidor de tempo, frequência e estimativa de desembaraço alfandegário. ",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=24012606000772023,,,,709488.85,01263896000164-1-000152/2023,8,5,Não se aplica,Compras.gov.br,709488.85,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '33654831000136', 'razaoSocial': 'CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO-CNPQ', 'poderId': 'E', 'esferaId': 'F'}",2023,67,2023-05-03T11:44:54,2023-05-03T11:44:54,2023-05-03T11:44:54,01994,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '364102', 'nomeUnidade': 'CNPQ - ADMINISTRACAO CENTRAL', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'codigoIbge': '5300108'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Dentre as principais características do sistema acima descrito está sua compatibilidade com Solventes para o projeto.,01300001994202364,Evaporadora centrifuga,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=36410206019942023,,,,42088.41,33654831000136-1-000067/2023,8,5,Não se aplica,Compras.gov.br,42088.41,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '01263896000164', 'razaoSocial': 'MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACOES', 'poderId': 'E', 'esferaId': 'F'}",2023,153,2023-05-03T11:48:49,2023-05-03T11:48:49,2023-05-03T14:00:06,00080,"{'ufNome': 'Rio de Janeiro', 'codigoUnidade': '240126', 'nomeUnidade': 'OBSERVATORIO NACIONAL - RJ', 'ufSigla': 'RJ', 'municipioNome': 'Rio de Janeiro', 'codigoIbge': '3304557'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Fabricante e distribuidor exclusivo. ,01210000080202395,Importação de Sonda Térmica ,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=24012606000802023,,,,15188.68,01263896000164-1-000153/2023,8,5,Não se aplica,Compras.gov.br,15188.68,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '33654831000136', 'razaoSocial': 'CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO-CNPQ', 'poderId': 'E', 'esferaId': 'F'}",2023,68,2023-05-03T11:50:03,2023-05-03T11:50:03,2023-05-03T11:50:03,01996,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '364102', 'nomeUnidade': 'CNPQ - ADMINISTRACAO CENTRAL', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'codigoIbge': '5300108'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,"Modelo Subclean, de alta qualidade fornecido pela empresa Milestone garante o funcionamento ininterrupto das rotinas laborato",01300001996202353,Purificador de ácido.,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=36410206019962023,,,,58710.79,33654831000136-1-000068/2023,8,5,Não se aplica,Compras.gov.br,58710.79,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '01263896000164', 'razaoSocial': 'MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACOES', 'poderId': 'E', 'esferaId': 'F'}",2023,154,2023-05-03T14:09:12,2023-05-03T14:09:12,2023-05-03T14:09:12,00111,"{'ufNome': 'Rio de Janeiro', 'codigoUnidade': '240126', 'nomeUnidade': 'OBSERVATORIO NACIONAL - RJ', 'ufSigla': 'RJ', 'municipioNome': 'Rio de Janeiro', 'codigoIbge': '3304557'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,"Art. 75º, Inciso IV, c da Lei nº 14.133 de 1º/04/2021.",01210000111202316,"Estimativaf de Desembaraço Alfandegário, referente ao Processo 01210.000080/2023",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=24012606001112023,,,,2500.0,01263896000164-1-000154/2023,8,5,Não se aplica,Compras.gov.br,2500.0,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '33654831000136', 'razaoSocial': 'CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO-CNPQ', 'poderId': 'E', 'esferaId': 'F'}",2023,69,2023-05-04T11:43:22,2023-05-04T11:43:22,2023-07-26T15:29:29,03100,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '364102', 'nomeUnidade': 'CNPQ - ADMINISTRACAO CENTRAL', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'codigoIbge': '5300108'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Parâmetros de escolha. Melhor relação custo beneficio,01300003100202371,Sistema de micro-ondas compacto.,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=36410206031002023,,,,54561.91,33654831000136-1-000069/2023,8,5,Não se aplica,Compras.gov.br,54561.91,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '33654831000136', 'razaoSocial': 'CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO-CNPQ', 'poderId': 'E', 'esferaId': 'F'}",2023,70,2023-05-04T11:54:21,2023-05-04T11:54:21,2023-05-04T11:54:21,03158,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '364102', 'nomeUnidade': 'CNPQ - ADMINISTRACAO CENTRAL', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'codigoIbge': '5300108'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Custo/benefício,01300003158202314,Micro-ondas,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=36410206031582023,,,,54561.91,33654831000136-1-000070/2023,8,5,Não se aplica,Compras.gov.br,54561.91,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '76416940000128', 'razaoSocial': 'ESTADO DO PARANA', 'poderId': 'N', 'esferaId': 'E'}",2023,448,2023-05-05T17:12:30,2023-05-05T17:12:30,2023-05-05T17:12:30,13609,"{'ufNome': 'Paraná', 'codigoUnidade': '926275', 'nomeUnidade': 'UNIVERSIDADE ESTADUAL DO OESTE DO PARANA', 'ufSigla': 'PR', 'municipioNome': 'Toledo', 'codigoIbge': '4127700'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Aquisição para atender celeridade em projeto de pesquisa junto a Unioeste- Campus Toledo,1525,"Aquisição  de celular android, memoria RAM 8 GB, armazenamento minimo 128 GB, Camêra com 48 MP ou superior.",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=92627506136092023,,,,2120.0,76416940000128-1-000448/2023,8,5,Não se aplica,Compras.gov.br,2120.0,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '02385669000174', 'razaoSocial': 'FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO EM SAUDE', 'poderId': 'E', 'esferaId': 'M'}",2023,1,2023-05-08T10:17:37,2023-05-08T10:17:37,2023-05-08T10:17:37,01,"{'ufNome': 'Rio de Janeiro', 'codigoUnidade': '1', 'nomeUnidade': 'FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO EM SAUDE', 'ufSigla': 'RJ', 'municipioNome': 'Rio de Janeiro', 'codigoIbge': '3304557'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",2023-05-09T08:00:00,2023-05-12T07:59:00,,10094515,"Aquisição de adesivos transdérmicos, nicotina, de 07 mg, etapa 3, 14 mg, etapa 2 e 21mg, etapa 1, caixas com 07 unidades. ",https://bllcompras.com/Process/ProcessView?param1=[gkz]8zJhFn6vKYL4YL_p8Y99x7qYk/JkZoVJlkL0pUqVhm7aTI0Kiqn1GLhdF1N8b5a_QR7AGsGzXJW1AZNh5wnH0IjzzD9DdRvfwFTCqv/40HQ=,,,,,02385669000174-1-000001/2023,8,4,Dispensa Com Disputa,BLL Compras,0.0,Dispensa,1,Divulgada no PNCP,2,Aviso de Contratação Direta
False,"{'cnpj': '02385669000174', 'razaoSocial': 'FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO EM SAUDE', 'poderId': 'E', 'esferaId': 'M'}",2023,2,2023-05-08T16:05:58,2023-05-08T16:05:58,2023-05-08T16:05:58,05,"{'ufNome': 'Rio de Janeiro', 'codigoUnidade': '1', 'nomeUnidade': 'FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO EM SAUDE', 'ufSigla': 'RJ', 'municipioNome': 'Rio de Janeiro', 'codigoIbge': '3304557'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",2023-05-09T08:00:00,2023-05-15T07:59:00,,10094531,"CONTRATAÇÃO DE Laboratório para coleta, transporte e Analises de
Amostras Biológicas (Participantes de Pesquisa), pelo prazo de 18 (dezoito) meses. ",https://bllcompras.com/Process/ProcessView?param1=[gkz]JiBVJEh2Fa0IKCBRqeTY9bJgq6LDCbJp8IarNUIlXOW1X__KbeB9JRdaChTexX41I/Rpy3H_Ikrf4EjZPM2VnMkMGkPDuEJL1IVWELYLONc=,,,,,02385669000174-1-000002/2023,8,4,Dispensa Com Disputa,BLL Compras,0.0,Dispensa,1,Divulgada no PNCP,2,Aviso de Contratação Direta
False,"{'cnpj': '60453032000174', 'razaoSocial': 'UNIVERSIDADE FEDERAL DE SAO PAULO', 'poderId': 'E', 'esferaId': 'F'}",2023,27,2023-05-11T13:48:05,2023-05-11T13:48:05,2023-05-11T13:48:05,00028,"{'ufNome': 'São Paulo', 'codigoUnidade': '153031', 'nomeUnidade': 'MEC-UNIVERSIDADE FEDERAL DE SAO PAULO/SP', 'ufSigla': 'SP', 'municipioNome': 'São Paulo', 'codigoIbge': '3550308'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Pesquisa de licitação com o exportador de menor valor e que atendeu ao que se pede no projeto de pesquisa.,2308906525202326,Importação direta de forno a arco elétrico para produção de ligas metálicas diretamente com o fabricante para uso exclusivo em laboratório de pesquisa cientifica e tecnológica.,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15303106000282023,,,,159067.0,60453032000174-1-000027/2023,8,5,Não se aplica,Compras.gov.br,159067.0,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
